filename,width,height,class,xmin,ymin,xmax,ymax
Vegas_393.jpg,650,650,parking lot,6,514,49,556
Vegas_450.jpg,650,650,parking lot,4,335,187,352
Vegas_450.jpg,650,650,parking lot,192,358,213,497
Vegas_450.jpg,650,650,parking lot,123,383,154,495
Vegas_450.jpg,650,650,parking lot,129,506,173,599
Vegas_450.jpg,650,650,parking lot,5,430,74,468
Vegas_450.jpg,650,650,parking lot,9,368,72,409
Vegas_450.jpg,650,650,parking lot,75,537,98,599
Vegas_450.jpg,650,650,parking lot,5,616,59,632
Vegas_450.jpg,650,650,parking lot,146,616,198,644
Vegas_450.jpg,650,650,parking lot,350,392,374,509
Vegas_450.jpg,650,650,parking lot,420,438,543,458
Vegas_450.jpg,650,650,parking lot,424,486,550,526
Vegas_450.jpg,650,650,parking lot,372,564,447,584
Vegas_450.jpg,650,650,parking lot,494,565,541,642
Vegas_450.jpg,650,650,parking lot,389,600,468,643
Vegas_450.jpg,650,650,parking lot,135,21,158,89
Vegas_450.jpg,650,650,parking lot,13,20,35,145
Vegas_395.jpg,650,650,parking lot,559,158,614,333
Vegas_395.jpg,650,650,parking lot,504,187,535,338
Vegas_395.jpg,650,650,parking lot,493,21,523,130
Vegas_395.jpg,650,650,parking lot,622,3,648,106
Shanghai_701.jpg,650,650,parking lot,11,293,375,650
Shanghai_701.jpg,650,650,parking lot,395,383,646,650
Shanghai_701.jpg,650,650,parking lot,574,24,650,166
Vegas_474.jpg,650,650,parking lot,108,91,133,650
Vegas_474.jpg,650,650,parking lot,231,250,308,267
Vegas_474.jpg,650,650,parking lot,357,243,415,266
Vegas_474.jpg,650,650,parking lot,253,290,329,307
Vegas_474.jpg,650,650,parking lot,404,309,430,409
Vegas_474.jpg,650,650,parking lot,402,528,423,650
Vegas_474.jpg,650,650,parking lot,167,503,378,529
Vegas_474.jpg,650,650,parking lot,355,415,380,481
Vegas_474.jpg,650,650,parking lot,355,330,383,369
Vegas_342.jpg,650,650,parking lot,67,171,91,383
Vegas_342.jpg,650,650,parking lot,100,425,238,446
Vegas_342.jpg,650,650,parking lot,249,425,340,444
Vegas_342.jpg,650,650,parking lot,228,164,248,269
Vegas_342.jpg,650,650,parking lot,251,158,275,272
Vegas_342.jpg,650,650,parking lot,226,285,245,332
Vegas_342.jpg,650,650,parking lot,246,287,279,342
Vegas_342.jpg,650,650,parking lot,297,155,330,398
Vegas_342.jpg,650,650,parking lot,331,158,355,395
Vegas_342.jpg,650,650,parking lot,292,119,496,136
Vegas_342.jpg,650,650,parking lot,382,160,406,215
Vegas_342.jpg,650,650,parking lot,408,158,436,215
Vegas_342.jpg,650,650,parking lot,456,162,483,213
Vegas_342.jpg,650,650,parking lot,487,162,515,213
Vegas_342.jpg,650,650,parking lot,508,265,536,331
Vegas_342.jpg,650,650,parking lot,386,257,410,379
Shanghai_766.jpg,650,650,parking lot,442,603,509,630
Shanghai_766.jpg,650,650,parking lot,528,602,594,618
Shanghai_766.jpg,650,650,parking lot,595,582,646,599
Shanghai_850.jpg,650,650,parking lot,183,6,213,53
Shanghai_850.jpg,650,650,parking lot,223,58,253,115
Shanghai_850.jpg,650,650,parking lot,264,124,297,175
Shanghai_850.jpg,650,650,parking lot,308,193,343,248
Shanghai_850.jpg,650,650,parking lot,336,265,363,316
Shanghai_850.jpg,650,650,parking lot,304,323,335,379
Shanghai_850.jpg,650,650,parking lot,191,445,258,477
Shanghai_850.jpg,650,650,parking lot,262,430,306,449
Vegas_154.jpg,650,650,parking lot,52,390,406,412
Vegas_154.jpg,650,650,parking lot,201,438,226,493
Vegas_154.jpg,650,650,parking lot,176,439,199,494
Vegas_154.jpg,650,650,parking lot,122,440,149,492
Vegas_154.jpg,650,650,parking lot,95,441,122,493
Vegas_154.jpg,650,650,parking lot,44,439,67,485
Vegas_154.jpg,650,650,parking lot,253,439,278,490
Vegas_154.jpg,650,650,parking lot,280,440,304,491
Vegas_154.jpg,650,650,parking lot,328,438,355,492
Vegas_154.jpg,650,650,parking lot,356,439,379,494
Vegas_154.jpg,650,650,parking lot,202,548,224,585
Vegas_154.jpg,650,650,parking lot,203,591,227,648
Vegas_154.jpg,650,650,parking lot,176,592,201,649
Vegas_154.jpg,650,650,parking lot,177,530,199,585
Vegas_154.jpg,650,650,parking lot,332,531,356,600
Vegas_154.jpg,650,650,parking lot,356,548,379,601
Vegas_154.jpg,650,650,parking lot,123,532,147,583
Vegas_154.jpg,650,650,parking lot,124,590,150,647
Vegas_154.jpg,650,650,parking lot,96,532,119,585
Vegas_154.jpg,650,650,parking lot,96,591,120,647
Vegas_154.jpg,650,650,parking lot,44,531,69,620
Vegas_154.jpg,650,650,parking lot,11,542,38,619
Vegas_154.jpg,650,650,parking lot,524,33,546,178
Vegas_154.jpg,650,650,parking lot,610,171,650,193
Vegas_154.jpg,650,650,parking lot,587,210,649,230
Vegas_154.jpg,650,650,parking lot,524,408,546,462
Vegas_154.jpg,650,650,parking lot,524,467,547,522
Vegas_154.jpg,650,650,parking lot,525,528,547,581
Vegas_154.jpg,650,650,parking lot,524,588,549,642
Vegas_154.jpg,650,650,parking lot,548,389,649,410
Vegas_154.jpg,650,650,parking lot,145,213,213,235
Vegas_154.jpg,650,650,parking lot,255,213,351,235
Vegas_154.jpg,650,650,parking lot,332,100,357,174
Vegas_154.jpg,650,650,parking lot,387,45,409,180
Vegas_154.jpg,650,650,parking lot,267,29,344,50
Vegas_154.jpg,650,650,parking lot,174,31,221,51
Vegas_154.jpg,650,650,parking lot,7,34,78,54
Vegas_154.jpg,650,650,parking lot,5,73,89,95
Vegas_154.jpg,650,650,parking lot,572,32,597,85
Vegas_154.jpg,650,650,parking lot,602,604,646,625
Shanghai_957.jpg,650,650,parking lot,523,38,556,137
Shanghai_957.jpg,650,650,parking lot,571,30,629,128
Vegas_330.jpg,650,650,parking lot,94,385,120,484
Vegas_330.jpg,650,650,parking lot,105,489,132,555
Vegas_330.jpg,650,650,parking lot,116,581,133,609
Vegas_330.jpg,650,650,parking lot,2,563,43,582
Vegas_330.jpg,650,650,parking lot,149,428,173,495
Vegas_330.jpg,650,650,parking lot,152,496,180,583
Vegas_330.jpg,650,650,parking lot,181,355,246,381
Vegas_330.jpg,650,650,parking lot,289,460,369,484
Vegas_330.jpg,650,650,parking lot,408,499,438,628
Vegas_330.jpg,650,650,parking lot,638,5,650,92
Vegas_330.jpg,650,650,parking lot,313,622,380,640
Vegas_187.jpg,650,650,parking lot,22,182,88,213
Vegas_187.jpg,650,650,parking lot,109,113,168,183
Vegas_488.jpg,650,650,parking lot,7,575,227,597
Vegas_488.jpg,650,650,parking lot,14,619,112,650
Vegas_488.jpg,650,650,parking lot,163,617,214,650
Vegas_488.jpg,650,650,parking lot,245,617,293,650
Vegas_488.jpg,650,650,parking lot,413,620,452,650
Vegas_488.jpg,650,650,parking lot,494,617,529,650
Vegas_488.jpg,650,650,parking lot,515,336,539,460
Vegas_488.jpg,650,650,parking lot,570,336,622,456
Vegas_488.jpg,650,650,parking lot,144,345,176,450
Shanghai_545.jpg,650,650,parking lot,219,187,292,207
Shanghai_545.jpg,650,650,parking lot,292,157,355,179
Shanghai_545.jpg,650,650,parking lot,376,126,445,148
Shanghai_545.jpg,650,650,parking lot,465,95,528,114
Shanghai_545.jpg,650,650,parking lot,527,60,618,82
Shanghai_636.jpg,650,650,parking lot,586,354,634,433
Vegas_479.jpg,650,650,parking lot,194,93,218,396
Vegas_479.jpg,650,650,parking lot,247,105,300,306
Vegas_479.jpg,650,650,parking lot,251,321,266,403
Vegas_479.jpg,650,650,parking lot,331,365,356,415
Vegas_479.jpg,650,650,parking lot,332,279,349,332
Vegas_479.jpg,650,650,parking lot,325,89,355,221
Vegas_479.jpg,650,650,parking lot,217,64,327,87
Vegas_479.jpg,650,650,parking lot,587,289,619,458
Vegas_479.jpg,650,650,parking lot,586,31,611,219
Vegas_479.jpg,650,650,parking lot,302,509,353,544
Vegas_479.jpg,650,650,parking lot,362,506,411,545
Vegas_479.jpg,650,650,parking lot,423,503,474,542
Vegas_479.jpg,650,650,parking lot,544,530,639,554
Vegas_479.jpg,650,650,parking lot,394,568,447,591
Vegas_479.jpg,650,650,parking lot,388,619,480,646
Vegas_479.jpg,650,650,parking lot,250,546,292,580
Vegas_479.jpg,650,650,parking lot,302,583,372,620
Vegas_479.jpg,650,650,parking lot,148,432,188,487
Vegas_479.jpg,650,650,parking lot,195,494,237,540
Vegas_479.jpg,650,650,parking lot,141,360,164,419
Vegas_479.jpg,650,650,parking lot,133,24,160,158
Vegas_480.jpg,650,650,parking lot,553,584,629,621
Vegas_480.jpg,650,650,parking lot,595,536,650,559
Vegas_480.jpg,650,650,parking lot,469,617,498,647
Vegas_548.jpg,650,650,parking lot,190,4,217,93
Vegas_356.jpg,650,650,parking lot,167,76,346,96
Vegas_356.jpg,650,650,parking lot,158,40,340,62
Vegas_356.jpg,650,650,parking lot,163,3,340,19
Vegas_356.jpg,650,650,parking lot,398,87,429,222
Vegas_356.jpg,650,650,parking lot,276,124,353,138
Vegas_356.jpg,650,650,parking lot,276,144,348,171
Vegas_356.jpg,650,650,parking lot,272,185,353,209
Vegas_356.jpg,650,650,parking lot,268,217,353,240
Vegas_356.jpg,650,650,parking lot,205,168,234,246
Vegas_356.jpg,650,650,parking lot,128,121,214,139
Vegas_356.jpg,650,650,parking lot,432,221,510,240
Vegas_356.jpg,650,650,parking lot,430,261,586,289
Vegas_356.jpg,650,650,parking lot,595,268,650,290
Vegas_356.jpg,650,650,parking lot,260,264,353,291
Vegas_356.jpg,650,650,parking lot,154,421,366,444
Vegas_356.jpg,650,650,parking lot,118,445,136,633
Vegas_356.jpg,650,650,parking lot,161,501,186,637
Vegas_356.jpg,650,650,parking lot,442,414,539,440
Vegas_356.jpg,650,650,parking lot,550,456,584,650
Vegas_356.jpg,650,650,parking lot,506,487,531,650
Vegas_300.jpg,650,650,parking lot,58,2,89,74
Vegas_300.jpg,650,650,parking lot,383,278,417,300
Vegas_300.jpg,650,650,parking lot,499,239,522,288
Shanghai_1151.jpg,650,650,parking lot,526,446,559,507
Shanghai_1151.jpg,650,650,parking lot,573,437,609,499
Shanghai_1151.jpg,650,650,parking lot,473,454,504,479
Shanghai_1151.jpg,650,650,parking lot,489,481,520,503
Shanghai_1151.jpg,650,650,parking lot,552,519,587,541
Shanghai_1151.jpg,650,650,parking lot,590,516,647,540
Shanghai_1151.jpg,650,650,parking lot,531,577,549,615
Shanghai_1151.jpg,650,650,parking lot,517,615,539,637
Shanghai_1151.jpg,650,650,parking lot,227,330,257,356
Shanghai_1151.jpg,650,650,parking lot,252,358,279,386
Shanghai_1151.jpg,650,650,parking lot,93,316,148,331
Shanghai_1151.jpg,650,650,parking lot,60,322,87,354
Shanghai_1151.jpg,650,650,parking lot,31,340,55,369
Shanghai_1151.jpg,650,650,parking lot,3,352,28,382
Vegas_70.jpg,650,650,parking lot,378,5,400,310
Vegas_70.jpg,650,650,parking lot,526,328,649,356
Vegas_70.jpg,650,650,parking lot,459,369,561,391
Shanghai_822.jpg,650,650,parking lot,316,261,347,326
Shanghai_822.jpg,650,650,parking lot,356,572,388,613
Shanghai_822.jpg,650,650,parking lot,162,466,251,488
Vegas_199.jpg,650,650,parking lot,25,46,90,67
Vegas_199.jpg,650,650,parking lot,26,26,90,45
Vegas_199.jpg,650,650,parking lot,99,23,147,44
Vegas_199.jpg,650,650,parking lot,99,47,147,67
Vegas_199.jpg,650,650,parking lot,183,25,217,40
Vegas_199.jpg,650,650,parking lot,182,43,218,62
Shanghai_791.jpg,650,650,parking lot,484,590,608,614
Shanghai_851.jpg,650,650,parking lot,8,519,78,552
